Attendance,Exams,Major,Project,Questions,Seniority,Texting,Grade
72,78,Cs,53,Always,Senior,Rarely,Fail
65,3,Comm,2,Rare,Sophomore,Always,Fail
93,57,Polsci,40,Always,Sophomore,Rarely,Pass
8,42,Stat,75,Always,Sophomore,Always,Fail
28,30,Cs,54,Always,Senior,Rarely,Fail
70,20,Stat,21,Always,Junior,Always,Fail
12,8,Stat,37,Always,Sophomore,Always,Fail
28,29,Stat,45,Always,Junior,Rarely,Fail
100,99,Polsci,79,Always,Senior,Rarely,Fail
20,43,Stat,32,Rare,Sophomore,Rarely,Fail
17,5,Polsci,84,Always,Senior,Rarely,Pass
79,86,Polsci,14,Always,Freshman,Rarely,Pass
77,73,Comm,38,Always,Junior,Always,Pass
36,34,Cs,32,Rare,Freshman,Always,Fail
56,72,Cs,58,Rare,Sophomore,Rarely,Pass
50,82,Cs,17,Rare,Freshman,Rarely,Fail
83,20,Stat,5,Always,Junior,Always,Fail
57,30,Stat,46,Rare,Senior,Always,Fail
95,54,Polsci,98,Always,Freshman,Always,Pass
21,45,Polsci,78,Rare,Junior,Rarely,Pass
15,11,Cs,51,Rare,Freshman,Rarely,Fail
6,77,Comm,68,Always,Sophomore,Rarely,Pass
5,40,Polsci,26,Rare,Freshman,Always,Fail
57,82,Polsci,96,Always,Sophomore,Always,Pass
39,71,Stat,18,Always,Freshman,Always,Fail
95,20,Polsci,41,Rare,Senior,Rarely,Fail
98,49,Polsci,99,Always,Sophomore,Always,Pass
14,87,Cs,94,Always,Senior,Rarely,Pass
1,18,Comm,59,Rare,Junior,Always,Pass
38,12,Stat,46,Always,Freshman,Always,Fail
13,19,Comm,77,Always,Senior,Rarely,Pass
85,25,Comm,32,Always,Freshman,Always,Pass
75,35,Cs,92,Rare,Freshman,Rarely,Fail
58,87,Stat,6,Rare,Senior,Always,Fail
14,31,Polsci,16,Always,Senior,Rarely,Pass
1,45,Cs,19,Rare,Junior,Always,Fail
77,76,Polsci,15,Rare,Junior,Always,Fail
64,86,Stat,85,Always,Junior,Always,Pass
0,59,Polsci,81,Always,Freshman,Always,Fail
18,99,Cs,16,Rare,Freshman,Rarely,Fail
22,5,Cs,62,Always,Freshman,Rarely,Fail
79,70,Stat,49,Always,Junior,Always,Fail
21,69,Cs,2,Rare,Sophomore,Always,Pass
26,94,Comm,0,Rare,Freshman,Always,Pass
79,26,Comm,37,Rare,Senior,Always,Pass
67,6,Cs,94,Always,Sophomore,Rarely,Fail
14,92,Cs,41,Rare,Freshman,Always,Pass
81,71,Comm,48,Rare,Senior,Always,Pass
28,6,Comm,2,Always,Freshman,Rarely,Fail
36,10,Stat,63,Always,Freshman,Always,Fail
88,40,Cs,51,Rare,Junior,Rarely,Fail
16,38,Comm,98,Always,Senior,Always,Pass
36,1,Polsci,10,Always,Sophomore,Rarely,Pass
50,1,Cs,2,Always,Senior,Rarely,Fail
66,86,Stat,19,Always,Junior,Always,Fail
42,19,Cs,11,Rare,Freshman,Always,Fail
77,74,Comm,10,Rare,Junior,Always,Pass
91,50,Comm,56,Always,Freshman,Always,Pass
67,39,Polsci,100,Rare,Sophomore,Always,Pass
61,35,Cs,2,Rare,Sophomore,Always,Fail
98,86,Comm,47,Rare,Senior,Rarely,Fail
33,37,Polsci,39,Rare,Junior,Always,Fail
13,34,Cs,97,Rare,Sophomore,Rarely,Fail
22,42,Stat,3,Always,Sophomore,Rarely,Fail
90,12,Stat,41,Always,Sophomore,Always,Fail
26,36,Stat,19,Rare,Junior,Rarely,Fail
60,52,Cs,7,Rare,Senior,Rarely,Fail
15,31,Polsci,99,Rare,Junior,Always,Fail
22,81,Stat,32,Always,Freshman,Rarely,Fail
20,19,Cs,22,Rare,Sophomore,Always,Fail
3,52,Stat,17,Rare,Sophomore,Always,Fail
23,92,Polsci,39,Always,Junior,Always,Pass
50,82,Stat,18,Always,Junior,Always,Fail
13,5,Cs,83,Rare,Freshman,Always,Fail
76,56,Cs,22,Rare,Senior,Rarely,Fail
31,23,Stat,48,Always,Junior,Rarely,Fail
29,96,Comm,0,Always,Senior,Always,Pass
38,98,Polsci,65,Rare,Junior,Always,Fail
51,53,Comm,82,Always,Sophomore,Rarely,Pass
87,67,Comm,68,Always,Sophomore,Always,Pass
2,3,Cs,63,Rare,Junior,Rarely,Fail
5,93,Comm,69,Rare,Junior,Rarely,Pass
2,53,Polsci,29,Always,Sophomore,Always,Pass
56,30,Cs,76,Rare,Sophomore,Always,Fail
90,71,Polsci,13,Rare,Senior,Rarely,Fail
48,48,Comm,4,Rare,Freshman,Rarely,Fail
61,99,Comm,97,Rare,Junior,Always,Pass
47,93,Stat,66,Rare,Junior,Rarely,Pass
28,27,Comm,64,Always,Freshman,Always,Pass
21,57,Cs,65,Rare,Freshman,Rarely,Fail
46,52,Polsci,93,Rare,Senior,Rarely,Pass
74,77,Stat,11,Always,Freshman,Rarely,Fail
4,16,Polsci,14,Always,Junior,Rarely,Pass
21,80,Polsci,2,Rare,Freshman,Rarely,Fail
3,50,Stat,0,Always,Freshman,Always,Fail
77,19,Comm,37,Rare,Senior,Rarely,Fail
91,99,Polsci,97,Rare,Junior,Always,Fail
20,45,Comm,42,Always,Freshman,Rarely,Pass
31,75,Polsci,96,Always,Sophomore,Always,Fail
35,68,Comm,93,Rare,Senior,Always,Pass
76,90,Stat,82,Always,Sophomore,Always,Fail
15,35,Stat,33,Always,Senior,Rarely,Fail
61,40,Cs,35,Always,Freshman,Rarely,Fail
81,44,Stat,12,Always,Junior,Rarely,Fail
89,0,Comm,80,Rare,Sophomore,Rarely,Fail
18,3,Cs,47,Always,Sophomore,Rarely,Fail
38,57,Comm,33,Rare,Freshman,Always,Fail
28,32,Comm,64,Rare,Junior,Always,Fail
1,27,Polsci,85,Rare,Senior,Rarely,Pass
64,34,Stat,75,Always,Sophomore,Rarely,Fail
3,90,Comm,49,Rare,Senior,Rarely,Pass
67,74,Stat,40,Rare,Sophomore,Always,Fail
15,49,Stat,27,Rare,Sophomore,Always,Fail
99,16,Cs,55,Always,Senior,Always,Fail
64,57,Stat,58,Rare,Freshman,Always,Fail
46,16,Comm,24,Rare,Senior,Always,Pass
95,52,Cs,40,Always,Senior,Rarely,Fail
35,9,Comm,49,Rare,Junior,Always,Fail
35,30,Polsci,63,Rare,Freshman,Rarely,Fail
72,12,Polsci,83,Rare,Senior,Rarely,Fail
6,19,Comm,93,Always,Senior,Rarely,Pass
86,9,Polsci,96,Always,Junior,Rarely,Pass
72,12,Polsci,26,Always,Freshman,Always,Pass
28,100,Polsci,85,Rare,Senior,Always,Pass
25,83,Comm,57,Rare,Senior,Rarely,Pass
26,26,Stat,80,Always,Sophomore,Always,Fail
94,41,Cs,94,Always,Senior,Always,Fail
44,4,Stat,73,Always,Junior,Always,Fail
4,69,Stat,7,Always,Junior,Always,Fail
11,56,Polsci,17,Rare,Senior,Rarely,Fail
45,76,Stat,63,Rare,Freshman,Always,Pass
19,59,Cs,95,Rare,Junior,Always,Fail
88,35,Stat,20,Always,Sophomore,Always,Fail
27,62,Stat,29,Rare,Junior,Always,Fail
3,88,Cs,40,Always,Senior,Always,Pass
93,56,Cs,94,Always,Senior,Always,Fail
31,41,Cs,5,Rare,Sophomore,Rarely,Fail
28,77,Polsci,65,Rare,Freshman,Rarely,Pass
78,55,Polsci,65,Rare,Freshman,Always,Fail
8,23,Polsci,7,Rare,Senior,Always,Fail
4,97,Comm,87,Rare,Sophomore,Rarely,Pass
4,33,Polsci,91,Always,Sophomore,Always,Pass
54,45,Cs,69,Rare,Senior,Rarely,Fail
31,84,Comm,20,Rare,Freshman,Rarely,Fail
81,50,Polsci,12,Rare,Junior,Always,Fail
28,15,Stat,10,Always,Sophomore,Always,Fail
75,47,Stat,39,Rare,Senior,Rarely,Fail
71,83,Comm,43,Rare,Freshman,Rarely,Pass
18,63,Comm,61,Always,Sophomore,Rarely,Pass
95,27,Comm,22,Always,Sophomore,Always,Fail
37,55,Polsci,85,Rare,Junior,Always,Pass
23,98,Stat,94,Rare,Freshman,Rarely,Pass
67,71,Polsci,19,Rare,Senior,Always,Fail
4,93,Comm,23,Always,Junior,Always,Fail
18,64,Polsci,61,Rare,Senior,Rarely,Pass
20,26,Comm,44,Always,Freshman,Always,Fail
52,25,Polsci,3,Rare,Sophomore,Rarely,Fail
57,81,Cs,47,Always,Junior,Rarely,Pass
51,65,Stat,15,Rare,Senior,Rarely,Fail
51,24,Stat,73,Always,Sophomore,Rarely,Fail
86,53,Stat,88,Rare,Junior,Always,Fail
13,15,Polsci,94,Rare,Senior,Always,Fail
74,55,Polsci,75,Rare,Sophomore,Always,Pass
25,68,Comm,1,Rare,Senior,Always,Pass
74,26,Cs,17,Always,Sophomore,Always,Fail
97,5,Polsci,0,Always,Freshman,Always,Pass
40,71,Stat,99,Always,Senior,Always,Fail
56,96,Stat,51,Always,Freshman,Always,Fail
64,59,Cs,12,Rare,Junior,Always,Fail
10,21,Comm,58,Rare,Junior,Rarely,Pass
89,90,Cs,52,Always,Junior,Always,Fail
6,61,Stat,29,Always,Junior,Always,Fail
1,5,Comm,54,Always,Junior,Always,Pass
66,68,Polsci,42,Rare,Junior,Always,Pass
93,96,Polsci,37,Rare,Junior,Always,Pass
48,56,Cs,79,Rare,Junior,Rarely,Fail
42,95,Polsci,50,Rare,Sophomore,Rarely,Pass
50,64,Cs,24,Rare,Junior,Always,Fail
90,96,Stat,64,Rare,Junior,Rarely,Fail
30,84,Comm,65,Rare,Senior,Always,Pass
55,60,Cs,71,Always,Freshman,Rarely,Fail
97,18,Comm,90,Rare,Sophomore,Always,Pass
13,30,Cs,17,Rare,Senior,Always,Fail
29,17,Cs,0,Always,Senior,Rarely,Fail
41,50,Polsci,74,Always,Senior,Always,Pass
86,15,Cs,70,Rare,Senior,Rarely,Fail
4,29,Cs,34,Rare,Junior,Always,Fail
80,8,Polsci,67,Always,Sophomore,Rarely,Pass
88,25,Stat,12,Always,Senior,Rarely,Fail
41,41,Cs,6,Always,Senior,Rarely,Fail
36,10,Polsci,54,Always,Freshman,Always,Pass
23,42,Polsci,3,Always,Sophomore,Rarely,Pass
64,84,Stat,87,Rare,Junior,Rarely,Pass
52,64,Comm,31,Always,Sophomore,Rarely,Fail
12,42,Stat,31,Rare,Sophomore,Rarely,Fail
71,1,Polsci,4,Always,Sophomore,Always,Pass
74,48,Cs,88,Rare,Freshman,Always,Fail
90,18,Cs,15,Always,Freshman,Rarely,Fail
95,15,Stat,70,Always,Junior,Rarely,Fail
86,72,Polsci,74,Always,Junior,Always,Pass
52,13,Stat,79,Always,Sophomore,Always,Fail
57,82,Cs,8,Always,Freshman,Always,Fail
70,22,Stat,31,Rare,Sophomore,Rarely,Fail
95,97,Stat,81,Always,Sophomore,Always,Pass
53,34,Polsci,88,Rare,Sophomore,Always,Fail
58,56,Stat,34,Rare,Freshman,Rarely,Fail
90,38,Comm,94,Rare,Senior,Rarely,Pass
84,35,Comm,52,Always,Junior,Rarely,Pass
28,32,Stat,31,Always,Freshman,Always,Fail
21,40,Comm,69,Always,Freshman,Rarely,Pass
76,94,Stat,39,Rare,Sophomore,Rarely,Fail
7,1,Stat,89,Always,Sophomore,Rarely,Fail
19,84,Comm,2,Always,Junior,Always,Fail
17,9,Comm,81,Always,Sophomore,Always,Pass
16,56,Comm,65,Always,Senior,Rarely,Pass
84,38,Comm,86,Rare,Freshman,Always,Pass
86,53,Polsci,40,Rare,Junior,Always,Fail
40,74,Polsci,33,Rare,Freshman,Always,Pass
17,65,Stat,95,Rare,Senior,Always,Pass
75,57,Stat,11,Always,Freshman,Always,Fail
60,57,Stat,54,Always,Sophomore,Rarely,Fail
76,74,Stat,26,Always,Junior,Rarely,Fail
84,98,Comm,41,Rare,Freshman,Rarely,Pass
87,70,Polsci,90,Rare,Junior,Rarely,Pass
50,0,Stat,64,Rare,Senior,Always,Fail
96,75,Stat,41,Always,Freshman,Always,Fail
21,35,Cs,66,Rare,Sophomore,Always,Fail
5,14,Cs,71,Always,Junior,Always,Fail
72,0,Stat,70,Always,Senior,Always,Fail
2,43,Polsci,87,Rare,Senior,Rarely,Pass
27,79,Comm,35,Rare,Junior,Rarely,Fail
14,52,Comm,42,Always,Senior,Rarely,Pass
32,22,Polsci,83,Rare,Sophomore,Rarely,Pass
20,27,Comm,63,Rare,Sophomore,Always,Pass
66,1,Polsci,92,Rare,Senior,Always,Fail
72,54,Polsci,56,Always,Freshman,Rarely,Pass
67,27,Cs,83,Rare,Junior,Always,Fail
60,5,Stat,12,Rare,Senior,Rarely,Fail
59,2,Cs,24,Rare,Sophomore,Always,Fail
81,6,Comm,60,Rare,Senior,Rarely,Pass
15,14,Polsci,79,Rare,Sophomore,Rarely,Fail
38,3,Cs,22,Always,Freshman,Always,Fail
5,2,Comm,1,Always,Senior,Rarely,Fail
25,51,Polsci,51,Always,Sophomore,Always,Pass
29,73,Stat,42,Always,Senior,Rarely,Fail
55,89,Cs,14,Always,Freshman,Always,Pass
75,83,Stat,48,Rare,Freshman,Always,Pass
89,25,Stat,6,Always,Senior,Rarely,Fail
50,93,Polsci,40,Always,Junior,Rarely,Pass
42,33,Stat,14,Rare,Freshman,Always,Fail
78,100,Polsci,65,Always,Freshman,Rarely,Pass
98,34,Polsci,56,Always,Junior,Always,Pass
39,19,Cs,61,Always,Junior,Always,Fail
93,9,Comm,37,Always,Senior,Always,Pass
36,43,Stat,14,Always,Senior,Always,Fail
43,5,Stat,86,Rare,Junior,Always,Fail
71,1,Polsci,43,Always,Freshman,Rarely,Pass
38,36,Cs,32,Always,Freshman,Always,Fail
33,48,Cs,14,Rare,Sophomore,Always,Fail
89,11,Polsci,11,Rare,Junior,Rarely,Fail
36,88,Comm,36,Always,Junior,Rarely,Pass
1,98,Polsci,38,Rare,Junior,Rarely,Fail
55,20,Polsci,69,Rare,Sophomore,Always,Fail
32,10,Stat,86,Always,Sophomore,Always,Fail
48,1,Stat,7,Rare,Freshman,Always,Fail
60,29,Cs,66,Rare,Senior,Always,Fail
21,9,Polsci,16,Rare,Sophomore,Always,Fail
89,27,Stat,78,Rare,Sophomore,Always,Fail
18,9,Stat,53,Always,Freshman,Always,Fail
26,14,Polsci,18,Rare,Sophomore,Always,Fail
88,21,Comm,32,Rare,Junior,Always,Pass
99,61,Stat,99,Rare,Senior,Rarely,Pass
0,92,Comm,90,Always,Senior,Rarely,Pass
96,39,Stat,41,Rare,Sophomore,Always,Fail
20,97,Stat,65,Always,Freshman,Always,Pass
12,18,Cs,62,Rare,Senior,Always,Fail
88,56,Comm,28,Always,Junior,Always,Pass
93,33,Polsci,91,Rare,Senior,Rarely,Pass
87,93,Polsci,37,Rare,Junior,Always,Fail
36,37,Polsci,81,Always,Sophomore,Rarely,Fail
14,40,Polsci,85,Always,Senior,Always,Pass
63,85,Comm,74,Always,Senior,Always,Pass
16,56,Comm,27,Always,Sophomore,Always,Pass
86,92,Stat,90,Always,Sophomore,Always,Fail
12,92,Polsci,95,Always,Junior,Always,Pass
15,15,Cs,53,Rare,Junior,Always,Fail
38,54,Comm,83,Rare,Sophomore,Rarely,Pass
89,60,Comm,2,Rare,Sophomore,Always,Pass
64,22,Polsci,84,Rare,Junior,Rarely,Pass
40,33,Cs,45,Always,Senior,Always,Fail
16,60,Cs,80,Rare,Freshman,Always,Fail
53,92,Comm,8,Rare,Junior,Rarely,Fail
31,29,Comm,98,Rare,Freshman,Rarely,Pass
44,35,Polsci,33,Always,Senior,Always,Pass
84,91,Stat,54,Always,Sophomore,Rarely,Fail
53,40,Polsci,27,Always,Sophomore,Always,Pass
59,87,Comm,88,Always,Freshman,Rarely,Pass
10,45,Cs,12,Always,Sophomore,Rarely,Fail
0,64,Comm,83,Always,Senior,Rarely,Pass
28,90,Polsci,42,Rare,Senior,Rarely,Pass
81,18,Stat,94,Always,Junior,Always,Fail
89,5,Comm,0,Rare,Freshman,Always,Fail
73,26,Polsci,35,Rare,Sophomore,Always,Fail
9,24,Polsci,60,Always,Freshman,Rarely,Pass
42,88,Polsci,60,Rare,Sophomore,Always,Pass
71,96,Comm,38,Rare,Freshman,Rarely,Fail
12,23,Stat,62,Rare,Senior,Rarely,Fail
35,36,Comm,64,Always,Senior,Rarely,Pass
33,33,Comm,18,Always,Junior,Rarely,Fail
69,93,Comm,88,Always,Junior,Always,Pass
61,41,Polsci,51,Always,Freshman,Rarely,Pass
59,29,Cs,16,Always,Freshman,Rarely,Fail
27,88,Comm,55,Always,Freshman,Rarely,Pass
86,60,Cs,49,Always,Senior,Rarely,Fail
52,8,Polsci,62,Always,Sophomore,Rarely,Pass
27,62,Cs,59,Always,Junior,Rarely,Fail
34,37,Comm,40,Always,Senior,Always,Fail
49,36,Cs,76,Always,Sophomore,Always,Fail
64,100,Stat,22,Rare,Freshman,Rarely,Pass
48,76,Cs,5,Rare,Senior,Rarely,Fail
86,46,Cs,28,Rare,Sophomore,Always,Fail
12,50,Cs,52,Rare,Freshman,Rarely,Fail
61,66,Cs,30,Always,Junior,Rarely,Fail
76,2,Cs,77,Always,Senior,Always,Fail
56,0,Cs,21,Always,Freshman,Always,Fail
90,40,Polsci,43,Rare,Senior,Always,Fail
74,41,Cs,8,Always,Junior,Always,Fail
42,94,Stat,10,Rare,Junior,Always,Pass
62,2,Comm,31,Rare,Senior,Rarely,Fail
72,78,Cs,79,Always,Senior,Rarely,Pass
28,40,Stat,90,Always,Freshman,Always,Pass
13,98,Stat,83,Always,Freshman,Always,Pass
3,5,Polsci,68,Rare,Junior,Always,Fail
43,76,Stat,9,Always,Freshman,Always,Fail
61,96,Cs,13,Rare,Freshman,Rarely,Pass
58,79,Comm,55,Rare,Freshman,Always,Pass
62,54,Stat,68,Rare,Freshman,Always,Fail
58,98,Comm,70,Always,Junior,Always,Pass
68,63,Polsci,28,Always,Junior,Always,Pass
22,72,Comm,53,Rare,Freshman,Always,Pass
9,28,Stat,94,Always,Senior,Always,Fail
24,67,Polsci,56,Always,Senior,Always,Pass
79,59,Comm,53,Always,Senior,Always,Pass
88,93,Polsci,8,Always,Freshman,Always,Pass
10,63,Cs,60,Rare,Senior,Rarely,Fail
98,0,Comm,89,Rare,Junior,Rarely,Pass
17,21,Stat,9,Always,Freshman,Always,Fail
88,75,Comm,95,Rare,Freshman,Rarely,Pass
53,64,Polsci,100,Rare,Sophomore,Always,Pass
52,61,Comm,83,Rare,Sophomore,Rarely,Pass
10,64,Cs,48,Always,Freshman,Rarely,Fail
83,18,Polsci,45,Rare,Junior,Always,Fail
63,80,Polsci,33,Always,Junior,Rarely,Fail
50,3,Cs,31,Always,Sophomore,Rarely,Fail
67,34,Cs,87,Always,Junior,Rarely,Fail
49,67,Polsci,30,Always,Sophomore,Rarely,Pass
79,86,Cs,87,Rare,Junior,Always,Pass
89,97,Comm,100,Rare,Senior,Rarely,Pass
30,22,Polsci,60,Rare,Freshman,Always,Fail
73,21,Stat,61,Rare,Sophomore,Rarely,Fail
76,50,Cs,38,Rare,Freshman,Rarely,Pass
55,69,Comm,51,Rare,Senior,Rarely,Pass
65,94,Polsci,89,Always,Freshman,Always,Pass
79,40,Polsci,28,Always,Junior,Rarely,Pass
47,48,Polsci,1,Rare,Junior,Rarely,Fail
53,43,Comm,17,Rare,Sophomore,Rarely,Fail
52,66,Comm,25,Always,Freshman,Rarely,Fail
3,68,Polsci,55,Always,Senior,Always,Pass
49,33,Stat,63,Always,Junior,Always,Fail
23,75,Comm,41,Always,Sophomore,Always,Pass
15,2,Comm,90,Rare,Freshman,Always,Fail
20,86,Comm,64,Rare,Senior,Rarely,Pass
78,5,Comm,97,Always,Junior,Always,Fail
30,54,Stat,7,Rare,Senior,Always,Fail
3,0,Comm,71,Always,Senior,Rarely,Pass
2,28,Cs,12,Rare,Freshman,Rarely,Fail
76,42,Polsci,2,Rare,Freshman,Rarely,Fail
75,32,Cs,14,Rare,Junior,Always,Fail
100,32,Stat,59,Rare,Freshman,Rarely,Fail
65,2,Polsci,92,Rare,Senior,Always,Fail
66,15,Comm,14,Always,Senior,Always,Fail
29,8,Cs,0,Always,Senior,Rarely,Fail
67,50,Polsci,98,Rare,Freshman,Always,Pass
84,70,Comm,56,Always,Freshman,Always,Pass
47,36,Stat,58,Always,Senior,Always,Fail
89,92,Comm,24,Always,Junior,Always,Pass
20,0,Stat,16,Rare,Freshman,Always,Fail
10,59,Polsci,33,Always,Freshman,Always,Pass
90,82,Polsci,12,Rare,Junior,Always,Fail
72,52,Cs,13,Rare,Freshman,Always,Fail
27,54,Comm,4,Rare,Junior,Always,Pass
9,62,Cs,32,Always,Freshman,Rarely,Fail
1,60,Comm,62,Always,Junior,Rarely,Pass
85,100,Comm,45,Rare,Junior,Always,Pass
19,46,Polsci,20,Always,Sophomore,Always,Pass
81,34,Cs,27,Always,Junior,Rarely,Fail
12,67,Comm,48,Always,Freshman,Always,Pass
64,94,Cs,70,Always,Senior,Rarely,Pass
24,72,Stat,55,Rare,Junior,Always,Pass
23,65,Cs,14,Rare,Senior,Always,Fail
53,88,Cs,15,Rare,Senior,Rarely,Pass
17,4,Comm,41,Always,Freshman,Rarely,Fail
57,27,Stat,0,Rare,Freshman,Rarely,Fail
53,96,Comm,69,Always,Freshman,Rarely,Pass
1,53,Stat,33,Always,Sophomore,Rarely,Fail
35,95,Polsci,35,Always,Sophomore,Rarely,Pass
89,26,Stat,77,Rare,Junior,Rarely,Fail
92,83,Cs,86,Rare,Junior,Always,Fail
17,10,Cs,81,Rare,Senior,Always,Fail
93,64,Cs,66,Rare,Freshman,Rarely,Fail
79,88,Stat,6,Always,Senior,Always,Fail
79,62,Cs,74,Rare,Senior,Rarely,Fail
28,60,Comm,73,Always,Junior,Always,Pass
89,21,Stat,22,Always,Freshman,Rarely,Fail
9,94,Polsci,84,Always,Junior,Always,Pass
79,92,Polsci,11,Always,Senior,Always,Pass
15,27,Cs,25,Rare,Senior,Always,Fail
41,28,Comm,72,Rare,Freshman,Always,Pass
55,75,Cs,96,Always,Junior,Rarely,Pass
46,78,Comm,52,Always,Junior,Rarely,Pass
14,30,Comm,86,Always,Junior,Rarely,Pass
69,67,Polsci,100,Rare,Freshman,Rarely,Pass
68,60,Stat,39,Rare,Sophomore,Always,Fail
53,60,Stat,29,Always,Freshman,Rarely,Fail
67,2,Stat,75,Always,Junior,Rarely,Fail
4,88,Comm,17,Always,Senior,Rarely,Fail
61,70,Cs,64,Always,Junior,Rarely,Fail
24,41,Comm,93,Rare,Freshman,Always,Pass
8,67,Comm,38,Rare,Freshman,Rarely,Pass
49,20,Stat,54,Always,Junior,Rarely,Fail
80,64,Polsci,51,Rare,Sophomore,Rarely,Fail
59,99,Polsci,5,Rare,Sophomore,Rarely,Pass
92,30,Polsci,90,Always,Freshman,Rarely,Pass
89,77,Polsci,86,Rare,Junior,Rarely,Fail
4,85,Polsci,95,Always,Freshman,Always,Fail
33,29,Comm,35,Always,Junior,Rarely,Fail
50,32,Stat,79,Always,Junior,Always,Fail
83,23,Stat,91,Always,Senior,Rarely,Fail
64,78,Comm,76,Always,Senior,Rarely,Pass
90,41,Stat,84,Always,Freshman,Rarely,Fail
41,38,Polsci,54,Always,Sophomore,Always,Pass
40,86,Cs,69,Rare,Senior,Always,Pass
57,34,Stat,30,Always,Freshman,Always,Fail
26,30,Polsci,10,Always,Freshman,Always,Pass
59,86,Comm,31,Rare,Senior,Rarely,Pass
67,82,Stat,26,Rare,Senior,Rarely,Fail
65,55,Cs,11,Rare,Junior,Rarely,Fail
76,11,Polsci,73,Rare,Freshman,Rarely,Fail
86,19,Stat,94,Rare,Junior,Always,Fail
4,41,Polsci,31,Rare,Freshman,Rarely,Fail
56,35,Polsci,52,Rare,Senior,Always,Fail
26,13,Stat,92,Always,Junior,Always,Fail
33,49,Stat,92,Always,Junior,Always,Fail
20,23,Cs,37,Rare,Senior,Rarely,Fail
29,0,Cs,73,Always,Senior,Rarely,Fail
69,22,Cs,49,Always,Senior,Rarely,Fail
98,27,Polsci,6,Rare,Senior,Always,Fail
72,28,Polsci,64,Rare,Sophomore,Rarely,Fail
70,76,Cs,69,Rare,Freshman,Rarely,Pass
57,14,Comm,63,Always,Freshman,Rarely,Fail
61,50,Cs,99,Always,Senior,Rarely,Fail
60,36,Polsci,56,Rare,Junior,Rarely,Fail
85,61,Cs,12,Always,Senior,Rarely,Fail
23,71,Stat,32,Always,Freshman,Always,Fail
77,33,Polsci,45,Always,Sophomore,Always,Pass
76,45,Comm,69,Rare,Sophomore,Rarely,Pass
21,87,Cs,22,Always,Senior,Always,Pass
36,27,Cs,55,Always,Freshman,Rarely,Fail
98,98,Comm,48,Rare,Sophomore,Rarely,Pass
7,12,Cs,25,Always,Senior,Rarely,Fail
81,13,Cs,12,Always,Sophomore,Rarely,Fail
3,57,Comm,26,Rare,Freshman,Rarely,Fail
27,55,Stat,81,Always,Sophomore,Rarely,Fail
63,16,Comm,45,Rare,Sophomore,Always,Pass
14,71,Cs,39,Rare,Junior,Always,Fail
67,67,Cs,12,Rare,Junior,Always,Fail
51,64,Polsci,77,Always,Sophomore,Always,Fail
70,40,Polsci,82,Rare,Freshman,Rarely,Fail
56,14,Polsci,80,Rare,Senior,Rarely,Fail
39,10,Polsci,68,Rare,Sophomore,Rarely,Fail
20,25,Comm,11,Rare,Freshman,Rarely,Fail
33,12,Comm,48,Always,Freshman,Always,Pass
92,46,Polsci,59,Rare,Freshman,Always,Pass
93,90,Stat,24,Always,Senior,Rarely,Fail
29,12,Polsci,89,Rare,Freshman,Always,Pass
16,85,Comm,93,Rare,Senior,Rarely,Pass
49,18,Stat,92,Rare,Sophomore,Rarely,Fail
97,49,Cs,100,Always,Junior,Always,Fail
22,63,Stat,71,Rare,Freshman,Always,Fail
64,16,Cs,96,Rare,Senior,Rarely,Fail
41,27,Cs,91,Rare,Junior,Always,Fail
45,46,Comm,47,Always,Sophomore,Always,Fail
79,55,Comm,72,Always,Freshman,Always,Pass
43,32,Stat,94,Always,Freshman,Rarely,Fail
85,18,Polsci,99,Always,Sophomore,Always,Pass
100,54,Stat,76,Rare,Sophomore,Always,Pass
69,64,Polsci,45,Rare,Freshman,Rarely,Fail
92,54,Polsci,50,Always,Senior,Always,Pass
33,95,Polsci,25,Always,Freshman,Always,Fail
92,66,Stat,78,Always,Junior,Rarely,Fail
40,68,Polsci,34,Always,Senior,Always,Pass
77,47,Comm,70,Always,Junior,Rarely,Pass
84,15,Polsci,37,Always,Junior,Rarely,Pass
79,99,Cs,65,Always,Junior,Rarely,Pass
42,96,Cs,94,Always,Junior,Always,Pass
72,100,Polsci,25,Rare,Sophomore,Rarely,Pass
15,22,Stat,51,Always,Junior,Always,Fail
51,8,Polsci,46,Rare,Senior,Rarely,Fail
8,54,Polsci,68,Rare,Junior,Always,Pass
87,81,Stat,63,Always,Senior,Always,Fail
94,5,Comm,54,Rare,Junior,Rarely,Pass
53,15,Polsci,78,Always,Sophomore,Rarely,Pass
100,62,Comm,46,Rare,Junior,Rarely,Pass
66,28,Comm,43,Always,Sophomore,Always,Pass
33,15,Comm,5,Rare,Sophomore,Always,Pass
51,54,Comm,39,Rare,Junior,Always,Pass
69,20,Polsci,49,Always,Junior,Rarely,Pass
59,57,Cs,72,Always,Junior,Rarely,Fail
53,90,Comm,91,Always,Junior,Rarely,Pass
15,97,Cs,72,Rare,Sophomore,Rarely,Pass
79,51,Comm,42,Always,Senior,Always,Pass
62,25,Polsci,88,Rare,Sophomore,Rarely,Pass
74,64,Comm,16,Rare,Sophomore,Always,Pass
17,92,Polsci,23,Always,Freshman,Rarely,Pass
62,82,Cs,42,Rare,Senior,Always,Pass
37,18,Polsci,43,Rare,Sophomore,Rarely,Fail
56,80,Polsci,27,Always,Freshman,Always,Pass
48,77,Cs,52,Rare,Senior,Rarely,Pass
