Attendance,Major,Questions,Score,Seniority,Texting,Grade
72,Polsci,Rare,38,Senior,Always,Fail
44,Stat,Rare,78,Senior,Always,Pass
84,Polsci,Rare,97,Junior,Always,Fail
39,Cs,Always,19,Junior,Always,Fail
74,Comm,Always,40,Senior,Always,Pass
46,Polsci,Rare,78,Junior,Always,Fail
32,Stat,Always,64,Senior,Always,Pass
92,Polsci,Always,5,Senior,Always,Pass
59,Polsci,Rare,26,Freshman,Always,Fail
78,Polsci,Rare,53,Junior,Always,Pass
76,Polsci,Rare,23,Junior,Rarely,Fail
34,Comm,Rare,56,Freshman,Always,Pass
50,Stat,Rare,14,Freshman,Rarely,Fail
13,Comm,Always,2,Senior,Rarely,Fail
51,Stat,Always,23,Junior,Always,Fail
65,Cs,Rare,73,Junior,Rarely,Pass
72,Polsci,Always,12,Senior,Rarely,Pass
36,Stat,Rare,12,Senior,Always,Fail
41,Comm,Rare,39,Freshman,Rarely,Fail
91,Cs,Always,88,Sophomore,Rarely,Pass
23,Stat,Always,11,Junior,Always,Fail
8,Stat,Rare,31,Freshman,Always,Fail
26,Stat,Rare,7,Junior,Rarely,Fail
24,Stat,Rare,72,Freshman,Rarely,Fail
19,Polsci,Always,48,Sophomore,Always,Fail
47,Cs,Rare,96,Senior,Always,Pass
66,Comm,Always,5,Sophomore,Rarely,Fail
64,Comm,Always,84,Junior,Always,Pass
72,Stat,Rare,84,Freshman,Rarely,Pass
68,Cs,Always,23,Junior,Rarely,Fail
32,Comm,Always,93,Junior,Rarely,Pass
41,Stat,Always,22,Junior,Rarely,Fail
13,Stat,Rare,91,Senior,Rarely,Fail
100,Polsci,Always,37,Freshman,Rarely,Pass
85,Cs,Rare,88,Junior,Always,Pass
94,Stat,Always,86,Freshman,Always,Fail
33,Polsci,Rare,96,Junior,Rarely,Pass
7,Stat,Always,99,Sophomore,Rarely,Fail
56,Stat,Always,2,Senior,Always,Fail
88,Polsci,Rare,39,Sophomore,Rarely,Fail
36,Comm,Always,51,Freshman,Rarely,Pass
90,Polsci,Always,53,Junior,Rarely,Pass
37,Stat,Always,16,Sophomore,Always,Fail
90,Stat,Rare,88,Senior,Rarely,Pass
1,Comm,Rare,100,Junior,Rarely,Pass
35,Cs,Always,81,Sophomore,Rarely,Fail
34,Stat,Rare,28,Sophomore,Rarely,Fail
79,Polsci,Always,21,Senior,Always,Pass
48,Stat,Rare,72,Sophomore,Rarely,Pass
6,Comm,Rare,27,Sophomore,Always,Pass
52,Polsci,Rare,35,Senior,Rarely,Fail
46,Stat,Always,85,Sophomore,Always,Pass
96,Stat,Always,15,Freshman,Always,Fail
11,Stat,Rare,41,Freshman,Always,Fail
40,Stat,Rare,49,Senior,Rarely,Fail
46,Polsci,Rare,29,Sophomore,Always,Fail
71,Polsci,Always,1,Senior,Always,Pass
8,Stat,Always,86,Junior,Rarely,Pass
97,Comm,Always,59,Freshman,Rarely,Pass
83,Polsci,Rare,53,Junior,Always,Fail
3,Polsci,Always,62,Sophomore,Rarely,Pass
52,Cs,Always,94,Junior,Rarely,Pass
68,Polsci,Always,57,Senior,Rarely,Pass
12,Stat,Always,3,Senior,Always,Fail
40,Polsci,Always,91,Freshman,Rarely,Fail
17,Stat,Always,15,Junior,Rarely,Fail
22,Stat,Rare,57,Sophomore,Rarely,Fail
90,Comm,Always,93,Freshman,Rarely,Pass
87,Comm,Always,32,Senior,Always,Pass
80,Cs,Rare,72,Senior,Rarely,Pass
75,Polsci,Rare,96,Senior,Always,Pass
98,Stat,Always,67,Sophomore,Rarely,Pass
44,Polsci,Always,60,Junior,Always,Pass
84,Comm,Rare,98,Senior,Always,Pass
30,Cs,Always,57,Junior,Rarely,Fail
75,Stat,Rare,29,Freshman,Always,Fail
16,Comm,Rare,10,Junior,Rarely,Fail
8,Polsci,Always,3,Senior,Always,Pass
28,Cs,Always,99,Freshman,Always,Pass
24,Comm,Rare,85,Sophomore,Rarely,Pass
6,Cs,Always,58,Senior,Rarely,Fail
24,Polsci,Always,60,Freshman,Rarely,Pass
0,Cs,Always,95,Junior,Always,Pass
18,Comm,Always,22,Freshman,Always,Pass
57,Cs,Rare,17,Freshman,Rarely,Fail
95,Stat,Always,28,Sophomore,Rarely,Fail
87,Cs,Always,47,Junior,Always,Fail
11,Cs,Rare,10,Sophomore,Always,Fail
4,Cs,Always,5,Freshman,Always,Fail
95,Stat,Always,38,Freshman,Always,Fail
42,Stat,Always,97,Sophomore,Rarely,Fail
72,Comm,Rare,6,Senior,Always,Pass
36,Comm,Always,64,Senior,Always,Pass
66,Stat,Always,73,Freshman,Always,Pass
40,Cs,Rare,54,Junior,Always,Fail
18,Polsci,Always,0,Freshman,Rarely,Pass
6,Cs,Always,87,Senior,Rarely,Pass
75,Cs,Always,10,Junior,Rarely,Fail
8,Polsci,Always,84,Freshman,Always,Pass
98,Stat,Rare,62,Sophomore,Always,Fail
4,Polsci,Rare,42,Senior,Always,Fail
16,Cs,Always,29,Junior,Rarely,Fail
45,Cs,Rare,87,Junior,Rarely,Pass
80,Polsci,Always,14,Sophomore,Always,Pass
4,Cs,Always,45,Senior,Rarely,Fail
45,Cs,Rare,54,Sophomore,Rarely,Pass
97,Cs,Rare,2,Senior,Rarely,Fail
72,Stat,Always,59,Sophomore,Always,Fail
69,Stat,Always,22,Freshman,Rarely,Fail
14,Stat,Always,67,Freshman,Always,Fail
71,Comm,Rare,73,Freshman,Always,Pass
50,Stat,Rare,3,Junior,Rarely,Fail
13,Cs,Rare,73,Senior,Always,Pass
13,Polsci,Always,4,Senior,Always,Pass
59,Comm,Rare,94,Senior,Rarely,Pass
32,Stat,Rare,70,Senior,Always,Pass
49,Comm,Rare,93,Freshman,Rarely,Pass
58,Cs,Rare,20,Junior,Always,Fail
50,Comm,Always,21,Sophomore,Always,Fail
61,Cs,Always,47,Senior,Rarely,Fail
22,Polsci,Always,30,Junior,Always,Pass
0,Comm,Always,39,Senior,Rarely,Fail
40,Comm,Rare,93,Senior,Always,Pass
73,Comm,Rare,51,Senior,Rarely,Pass
82,Stat,Always,89,Senior,Always,Pass
90,Cs,Rare,38,Sophomore,Rarely,Fail
5,Cs,Rare,89,Senior,Always,Pass
85,Cs,Rare,13,Freshman,Rarely,Fail
72,Stat,Rare,25,Freshman,Always,Fail
23,Stat,Always,86,Freshman,Always,Fail
76,Polsci,Always,10,Freshman,Always,Pass
57,Comm,Always,91,Freshman,Always,Pass
0,Polsci,Always,14,Sophomore,Rarely,Pass
5,Comm,Always,42,Junior,Rarely,Pass
20,Stat,Always,50,Freshman,Always,Fail
66,Comm,Always,62,Freshman,Rarely,Pass
61,Polsci,Always,21,Senior,Rarely,Pass
6,Polsci,Always,61,Sophomore,Always,Fail
65,Polsci,Rare,64,Sophomore,Rarely,Pass
63,Polsci,Always,18,Sophomore,Always,Pass
99,Stat,Rare,9,Junior,Always,Fail
9,Stat,Always,98,Freshman,Rarely,Pass
21,Cs,Rare,93,Sophomore,Rarely,Pass
54,Comm,Rare,38,Junior,Always,Pass
37,Comm,Always,53,Junior,Always,Pass
26,Comm,Always,8,Sophomore,Always,Pass
71,Stat,Rare,14,Junior,Always,Fail
57,Polsci,Always,19,Freshman,Always,Pass
63,Cs,Always,33,Sophomore,Rarely,Fail
87,Polsci,Always,38,Sophomore,Always,Pass
83,Stat,Always,84,Senior,Always,Fail
8,Comm,Rare,53,Freshman,Always,Pass
50,Comm,Always,70,Junior,Rarely,Pass
62,Comm,Rare,3,Sophomore,Rarely,Fail
20,Polsci,Rare,40,Senior,Rarely,Fail
52,Cs,Always,63,Senior,Rarely,Fail
1,Comm,Always,19,Junior,Always,Fail
15,Polsci,Rare,67,Junior,Always,Fail
82,Comm,Rare,36,Sophomore,Always,Pass
67,Stat,Always,64,Sophomore,Always,Fail
94,Comm,Always,93,Senior,Always,Pass
9,Cs,Rare,77,Sophomore,Rarely,Pass
4,Stat,Rare,88,Freshman,Always,Pass
84,Polsci,Rare,38,Sophomore,Always,Fail
92,Cs,Always,43,Junior,Rarely,Fail
17,Polsci,Rare,21,Sophomore,Always,Fail
59,Stat,Rare,99,Junior,Rarely,Pass
38,Comm,Always,48,Sophomore,Rarely,Pass
10,Stat,Always,86,Junior,Always,Pass
61,Stat,Rare,60,Sophomore,Always,Pass
44,Stat,Always,44,Sophomore,Rarely,Fail
33,Stat,Rare,20,Senior,Rarely,Fail
33,Cs,Always,49,Freshman,Always,Fail
94,Stat,Rare,44,Junior,Always,Fail
26,Cs,Rare,4,Sophomore,Always,Fail
47,Polsci,Always,71,Freshman,Always,Fail
43,Cs,Always,100,Senior,Rarely,Pass
45,Polsci,Always,77,Freshman,Rarely,Fail
43,Cs,Rare,56,Senior,Rarely,Fail
84,Stat,Always,55,Freshman,Rarely,Fail
17,Stat,Always,76,Senior,Always,Fail
31,Cs,Rare,40,Freshman,Rarely,Fail
12,Cs,Always,40,Junior,Rarely,Fail
96,Polsci,Always,65,Sophomore,Rarely,Pass
77,Polsci,Always,79,Junior,Always,Fail
6,Comm,Rare,40,Freshman,Always,Fail
69,Stat,Rare,63,Junior,Always,Pass
3,Polsci,Always,62,Senior,Always,Fail
45,Stat,Rare,45,Junior,Rarely,Fail
43,Comm,Always,31,Senior,Always,Pass
86,Stat,Rare,86,Sophomore,Rarely,Pass
5,Stat,Always,45,Junior,Always,Fail
29,Comm,Always,11,Junior,Always,Pass
12,Comm,Always,92,Freshman,Always,Pass
1,Cs,Rare,18,Junior,Always,Fail
81,Cs,Rare,20,Senior,Rarely,Fail
6,Stat,Rare,82,Senior,Always,Pass
13,Polsci,Rare,47,Senior,Rarely,Fail
79,Cs,Rare,8,Senior,Rarely,Fail
61,Comm,Rare,66,Freshman,Rarely,Pass
67,Comm,Always,54,Junior,Rarely,Pass
5,Stat,Always,90,Junior,Rarely,Pass
91,Cs,Always,43,Sophomore,Always,Fail
16,Stat,Rare,58,Freshman,Rarely,Fail
98,Polsci,Always,1,Senior,Always,Fail
93,Comm,Rare,42,Sophomore,Rarely,Pass
95,Cs,Rare,65,Freshman,Always,Fail
99,Stat,Rare,30,Senior,Rarely,Fail
57,Polsci,Rare,30,Junior,Always,Fail
75,Polsci,Always,100,Freshman,Always,Pass
89,Stat,Always,64,Sophomore,Rarely,Fail
7,Comm,Rare,65,Senior,Always,Pass
76,Comm,Rare,10,Freshman,Always,Pass
68,Cs,Always,29,Junior,Always,Fail
81,Cs,Always,21,Junior,Always,Fail
84,Stat,Rare,62,Freshman,Always,Pass
27,Cs,Rare,97,Freshman,Always,Pass
36,Comm,Always,77,Junior,Always,Fail
32,Comm,Always,98,Junior,Rarely,Pass
66,Cs,Always,85,Senior,Rarely,Pass
60,Comm,Always,47,Senior,Rarely,Pass
11,Cs,Always,60,Junior,Always,Fail
60,Comm,Always,5,Senior,Always,Pass
54,Cs,Rare,40,Sophomore,Rarely,Fail
85,Polsci,Always,59,Junior,Rarely,Pass
50,Cs,Always,25,Sophomore,Rarely,Fail
83,Polsci,Always,19,Senior,Rarely,Pass
2,Cs,Rare,5,Junior,Always,Fail
58,Comm,Always,14,Senior,Always,Fail
92,Stat,Rare,71,Junior,Rarely,Fail
10,Polsci,Rare,55,Senior,Always,Pass
2,Stat,Always,17,Junior,Rarely,Fail
26,Comm,Always,79,Junior,Rarely,Pass
28,Comm,Always,41,Junior,Rarely,Pass
95,Cs,Rare,16,Junior,Always,Fail
82,Stat,Rare,81,Senior,Rarely,Pass
50,Comm,Rare,66,Sophomore,Rarely,Pass
39,Comm,Always,90,Freshman,Always,Pass
36,Comm,Always,52,Sophomore,Rarely,Pass
29,Polsci,Always,31,Freshman,Always,Pass
10,Polsci,Rare,77,Senior,Rarely,Pass
39,Stat,Always,47,Junior,Always,Fail
32,Comm,Always,56,Senior,Rarely,Pass
97,Stat,Rare,71,Freshman,Always,Fail
95,Comm,Always,42,Freshman,Always,Pass
52,Polsci,Always,76,Freshman,Rarely,Fail
19,Cs,Always,72,Freshman,Rarely,Pass
15,Stat,Rare,5,Senior,Rarely,Fail
51,Stat,Always,96,Senior,Rarely,Fail
93,Cs,Rare,52,Junior,Always,Fail
31,Stat,Always,63,Freshman,Rarely,Pass
95,Stat,Rare,71,Junior,Always,Fail
74,Stat,Always,67,Junior,Always,Fail
21,Comm,Rare,87,Sophomore,Rarely,Pass
91,Comm,Always,13,Freshman,Always,Fail
5,Cs,Always,29,Freshman,Always,Fail
9,Polsci,Rare,2,Sophomore,Always,Fail
18,Cs,Always,76,Sophomore,Rarely,Pass
11,Comm,Always,33,Freshman,Rarely,Fail
13,Stat,Always,52,Freshman,Always,Fail
63,Polsci,Always,86,Junior,Always,Pass
75,Cs,Always,76,Senior,Always,Pass
25,Comm,Rare,18,Senior,Always,Fail
12,Comm,Always,23,Junior,Always,Fail
45,Cs,Always,81,Freshman,Rarely,Pass
37,Stat,Rare,57,Senior,Always,Fail
75,Comm,Always,38,Junior,Rarely,Fail
31,Stat,Always,69,Freshman,Always,Pass
88,Stat,Rare,22,Freshman,Always,Fail
24,Stat,Rare,21,Junior,Rarely,Fail
69,Stat,Always,70,Sophomore,Rarely,Fail
71,Polsci,Rare,84,Junior,Rarely,Pass
50,Comm,Rare,95,Sophomore,Always,Pass
72,Cs,Rare,51,Freshman,Rarely,Fail
4,Stat,Rare,25,Freshman,Rarely,Fail
22,Polsci,Rare,52,Sophomore,Rarely,Fail
87,Polsci,Rare,47,Freshman,Always,Fail
78,Polsci,Always,26,Freshman,Always,Pass
81,Cs,Rare,78,Freshman,Rarely,Fail
36,Comm,Rare,14,Senior,Always,Fail
96,Stat,Always,36,Sophomore,Rarely,Fail
39,Cs,Rare,68,Junior,Rarely,Fail
12,Comm,Always,41,Sophomore,Rarely,Pass
33,Comm,Rare,76,Senior,Rarely,Pass
78,Stat,Rare,59,Junior,Rarely,Fail
14,Cs,Always,38,Junior,Always,Fail
41,Comm,Rare,43,Junior,Rarely,Pass
44,Polsci,Always,83,Senior,Rarely,Pass
33,Cs,Rare,19,Freshman,Always,Fail
77,Polsci,Always,48,Senior,Rarely,Pass
16,Cs,Always,6,Freshman,Always,Fail
27,Polsci,Always,10,Freshman,Rarely,Pass
94,Stat,Rare,97,Senior,Rarely,Pass
92,Polsci,Always,21,Freshman,Rarely,Pass
13,Polsci,Always,19,Junior,Rarely,Pass
15,Stat,Rare,8,Freshman,Rarely,Fail
36,Stat,Rare,20,Senior,Rarely,Fail
5,Polsci,Always,38,Junior,Always,Pass
77,Comm,Rare,10,Junior,Rarely,Fail
3,Polsci,Rare,68,Sophomore,Rarely,Fail
31,Cs,Always,89,Sophomore,Always,Pass
14,Polsci,Rare,64,Junior,Always,Pass
63,Cs,Always,34,Sophomore,Rarely,Fail
65,Stat,Always,64,Senior,Rarely,Pass
28,Polsci,Always,20,Freshman,Always,Pass
61,Stat,Rare,78,Sophomore,Rarely,Pass
58,Stat,Rare,35,Junior,Always,Fail
80,Cs,Always,59,Sophomore,Rarely,Pass
52,Comm,Rare,9,Junior,Always,Pass
28,Cs,Always,84,Sophomore,Rarely,Pass
13,Stat,Rare,48,Sophomore,Rarely,Fail
84,Comm,Rare,55,Sophomore,Rarely,Pass
37,Comm,Rare,50,Sophomore,Always,Pass
58,Cs,Always,68,Freshman,Always,Fail
85,Cs,Rare,74,Senior,Rarely,Pass
86,Cs,Rare,59,Senior,Always,Fail
15,Comm,Rare,65,Sophomore,Always,Pass
27,Comm,Rare,52,Freshman,Rarely,Pass
45,Comm,Always,83,Senior,Always,Pass
70,Polsci,Rare,5,Sophomore,Always,Fail
4,Polsci,Always,1,Senior,Always,Pass
13,Stat,Rare,63,Junior,Rarely,Fail
81,Cs,Always,18,Freshman,Rarely,Fail
15,Cs,Rare,3,Freshman,Rarely,Fail
81,Comm,Rare,82,Senior,Always,Pass
30,Cs,Always,91,Junior,Rarely,Pass
55,Polsci,Rare,35,Junior,Always,Fail
61,Polsci,Rare,84,Sophomore,Rarely,Fail
98,Polsci,Rare,76,Sophomore,Always,Pass
33,Stat,Rare,12,Junior,Rarely,Fail
34,Cs,Rare,89,Freshman,Rarely,Fail
55,Stat,Always,35,Senior,Always,Fail
95,Comm,Always,12,Senior,Rarely,Fail
30,Cs,Rare,47,Junior,Rarely,Fail
33,Cs,Always,47,Sophomore,Rarely,Fail
31,Stat,Rare,51,Senior,Rarely,Fail
81,Comm,Rare,97,Freshman,Rarely,Pass
38,Stat,Rare,98,Sophomore,Rarely,Fail
9,Comm,Always,97,Sophomore,Always,Pass
84,Polsci,Always,76,Freshman,Rarely,Fail
27,Cs,Rare,65,Sophomore,Rarely,Pass
28,Comm,Rare,68,Senior,Rarely,Pass
62,Comm,Rare,20,Junior,Rarely,Fail
82,Stat,Rare,21,Sophomore,Always,Fail
92,Polsci,Rare,57,Sophomore,Rarely,Pass
75,Polsci,Rare,94,Junior,Always,Pass
31,Stat,Always,86,Freshman,Always,Fail
75,Comm,Always,89,Freshman,Rarely,Pass
66,Stat,Always,84,Sophomore,Always,Pass
4,Polsci,Rare,41,Senior,Always,Fail
86,Polsci,Rare,19,Freshman,Always,Fail
29,Comm,Always,18,Junior,Always,Fail
51,Stat,Rare,81,Junior,Always,Fail
36,Comm,Rare,55,Freshman,Rarely,Pass
49,Cs,Rare,70,Sophomore,Always,Pass
61,Polsci,Rare,6,Freshman,Rarely,Fail
91,Stat,Always,67,Senior,Always,Pass
70,Polsci,Rare,37,Sophomore,Rarely,Fail
3,Polsci,Rare,7,Freshman,Always,Fail
53,Polsci,Rare,98,Sophomore,Always,Pass
20,Polsci,Rare,48,Sophomore,Always,Fail
93,Cs,Always,67,Senior,Always,Fail
88,Polsci,Always,32,Junior,Always,Pass
96,Polsci,Always,85,Senior,Rarely,Pass
3,Polsci,Rare,86,Senior,Rarely,Fail
40,Comm,Always,78,Sophomore,Always,Pass
9,Comm,Rare,62,Junior,Always,Pass
95,Comm,Always,6,Senior,Always,Fail
60,Stat,Rare,67,Junior,Always,Fail
71,Stat,Rare,80,Senior,Always,Fail
30,Cs,Always,89,Senior,Always,Pass
91,Cs,Always,1,Senior,Always,Fail
53,Cs,Always,31,Senior,Always,Fail
93,Comm,Rare,48,Senior,Always,Pass
67,Cs,Always,17,Freshman,Always,Fail
56,Polsci,Always,35,Junior,Always,Pass
8,Cs,Always,77,Senior,Always,Pass
23,Polsci,Always,78,Sophomore,Rarely,Fail
42,Polsci,Rare,2,Junior,Always,Fail
7,Polsci,Rare,66,Freshman,Rarely,Pass
83,Cs,Rare,25,Junior,Rarely,Fail
11,Cs,Rare,89,Freshman,Rarely,Pass
31,Comm,Rare,87,Freshman,Rarely,Pass
83,Comm,Always,94,Junior,Always,Pass
27,Cs,Rare,12,Junior,Rarely,Fail
58,Comm,Always,86,Freshman,Rarely,Pass
73,Stat,Always,24,Junior,Always,Fail
99,Polsci,Rare,99,Junior,Always,Pass
63,Polsci,Rare,61,Junior,Rarely,Fail
81,Cs,Always,45,Junior,Rarely,Fail
67,Polsci,Rare,52,Junior,Always,Pass
38,Comm,Rare,14,Freshman,Rarely,Fail
83,Cs,Always,65,Junior,Always,Fail
48,Polsci,Always,18,Senior,Rarely,Pass
96,Comm,Always,59,Sophomore,Rarely,Pass
6,Cs,Always,72,Senior,Rarely,Pass
79,Stat,Always,12,Junior,Rarely,Fail
31,Stat,Always,58,Freshman,Always,Fail
21,Cs,Rare,62,Freshman,Always,Fail
96,Stat,Rare,8,Sophomore,Rarely,Fail
94,Stat,Rare,37,Freshman,Rarely,Fail
43,Polsci,Always,92,Junior,Always,Pass
55,Stat,Always,11,Junior,Always,Fail
4,Stat,Rare,24,Senior,Always,Fail
23,Polsci,Always,10,Sophomore,Rarely,Pass
90,Stat,Always,11,Freshman,Rarely,Fail
18,Polsci,Rare,85,Freshman,Rarely,Pass
53,Polsci,Always,79,Sophomore,Always,Pass
1,Comm,Always,46,Freshman,Rarely,Pass
65,Cs,Rare,63,Freshman,Rarely,Fail
11,Comm,Rare,15,Junior,Always,Fail
63,Stat,Always,100,Senior,Rarely,Pass
4,Comm,Always,61,Junior,Always,Pass
14,Cs,Always,83,Junior,Rarely,Pass
33,Comm,Always,63,Freshman,Always,Pass
13,Stat,Rare,36,Senior,Always,Fail
40,Stat,Always,19,Freshman,Rarely,Fail
15,Stat,Always,10,Senior,Rarely,Fail
27,Polsci,Rare,6,Senior,Always,Fail
41,Cs,Always,62,Senior,Rarely,Fail
83,Cs,Rare,82,Freshman,Rarely,Pass
38,Cs,Always,34,Sophomore,Always,Fail
6,Stat,Rare,47,Freshman,Rarely,Fail
53,Cs,Always,49,Freshman,Rarely,Fail
38,Comm,Rare,75,Senior,Always,Pass
6,Cs,Rare,51,Junior,Rarely,Fail
53,Polsci,Rare,54,Junior,Always,Pass
69,Comm,Rare,13,Junior,Always,Pass
92,Polsci,Always,29,Senior,Always,Pass
3,Stat,Always,30,Sophomore,Always,Fail
69,Stat,Rare,93,Junior,Rarely,Pass
25,Cs,Always,14,Senior,Rarely,Fail
38,Stat,Rare,95,Junior,Rarely,Pass
80,Comm,Always,46,Sophomore,Rarely,Pass
85,Comm,Rare,10,Freshman,Rarely,Fail
68,Comm,Rare,90,Junior,Always,Pass
74,Stat,Rare,14,Senior,Always,Fail
16,Comm,Always,100,Junior,Always,Pass
94,Stat,Always,41,Junior,Always,Fail
34,Polsci,Always,7,Junior,Always,Pass
88,Stat,Rare,27,Senior,Always,Fail
83,Stat,Always,25,Freshman,Always,Fail
65,Cs,Always,28,Senior,Always,Fail
41,Polsci,Rare,43,Junior,Always,Fail
47,Stat,Always,76,Senior,Always,Pass
2,Cs,Rare,53,Senior,Always,Fail
21,Stat,Rare,77,Freshman,Rarely,Fail
93,Comm,Rare,5,Senior,Always,Pass
59,Cs,Rare,62,Sophomore,Rarely,Pass
80,Comm,Rare,11,Senior,Always,Pass
79,Polsci,Rare,32,Sophomore,Rarely,Fail
19,Polsci,Rare,78,Senior,Rarely,Pass
44,Stat,Always,87,Sophomore,Rarely,Pass
97,Stat,Always,7,Freshman,Rarely,Fail
75,Cs,Always,66,Sophomore,Rarely,Pass
18,Polsci,Always,70,Junior,Rarely,Fail
12,Cs,Rare,42,Sophomore,Always,Fail
74,Comm,Always,23,Junior,Always,Pass
27,Polsci,Always,72,Junior,Rarely,Pass
86,Stat,Rare,44,Junior,Rarely,Fail
14,Stat,Always,6,Sophomore,Rarely,Fail
99,Polsci,Rare,18,Sophomore,Always,Fail
46,Cs,Always,8,Junior,Always,Fail
23,Comm,Always,87,Freshman,Rarely,Pass
76,Cs,Rare,70,Senior,Always,Pass
87,Stat,Rare,46,Senior,Always,Fail
35,Comm,Rare,1,Senior,Always,Fail
32,Stat,Always,94,Senior,Rarely,Fail
87,Cs,Rare,53,Sophomore,Rarely,Fail
14,Polsci,Always,38,Senior,Always,Pass
82,Comm,Always,97,Junior,Always,Pass
61,Cs,Always,23,Junior,Always,Fail
75,Cs,Rare,52,Senior,Rarely,Fail
8,Stat,Rare,74,Sophomore,Rarely,Pass
14,Cs,Rare,73,Sophomore,Always,Pass
11,Polsci,Always,21,Sophomore,Always,Pass
43,Stat,Rare,64,Junior,Rarely,Fail
31,Cs,Always,82,Freshman,Rarely,Pass
71,Comm,Always,15,Freshman,Always,Pass
100,Polsci,Rare,81,Sophomore,Always,Fail
92,Stat,Always,31,Freshman,Always,Fail
18,Polsci,Rare,100,Sophomore,Rarely,Pass
72,Stat,Rare,83,Junior,Rarely,Pass
8,Stat,Always,57,Junior,Rarely,Fail
71,Comm,Always,63,Junior,Rarely,Fail
13,Comm,Rare,47,Junior,Always,Pass
60,Polsci,Rare,89,Freshman,Rarely,Pass
30,Stat,Rare,81,Junior,Always,Fail
61,Polsci,Rare,18,Senior,Rarely,Fail
35,Cs,Always,1,Freshman,Always,Fail
84,Comm,Rare,49,Sophomore,Always,Pass
96,Polsci,Rare,95,Junior,Always,Pass
47,Comm,Always,48,Junior,Rarely,Pass
29,Stat,Rare,55,Junior,Always,Fail
14,Comm,Always,72,Senior,Always,Pass
73,Stat,Always,57,Senior,Always,Fail
13,Cs,Always,73,Junior,Rarely,Pass
46,Polsci,Always,71,Junior,Always,Pass
99,Polsci,Rare,59,Freshman,Always,Pass
68,Cs,Rare,98,Junior,Always,Pass
43,Stat,Always,85,Sophomore,Always,Pass
83,Polsci,Rare,20,Freshman,Rarely,Fail
6,Stat,Always,12,Sophomore,Rarely,Fail
96,Cs,Rare,32,Sophomore,Always,Fail
13,Polsci,Rare,78,Senior,Rarely,Pass
38,Polsci,Always,44,Freshman,Always,Pass
17,Polsci,Always,1,Junior,Rarely,Pass
88,Comm,Rare,50,Sophomore,Always,Pass
10,Polsci,Always,74,Freshman,Rarely,Pass
72,Polsci,Rare,85,Junior,Rarely,Fail
24,Comm,Rare,36,Freshman,Always,Fail
31,Cs,Always,12,Junior,Always,Fail
35,Cs,Rare,59,Junior,Always,Fail
52,Comm,Rare,59,Junior,Always,Pass
89,Cs,Always,74,Senior,Always,Pass
55,Comm,Always,65,Freshman,Rarely,Pass
29,Cs,Rare,100,Junior,Always,Pass
82,Polsci,Always,67,Freshman,Rarely,Fail
63,Comm,Rare,36,Senior,Rarely,Fail
51,Comm,Always,21,Freshman,Always,Pass
72,Polsci,Rare,43,Freshman,Rarely,Fail
74,Cs,Always,36,Senior,Rarely,Fail
45,Comm,Rare,80,Junior,Always,Pass
7,Stat,Always,83,Senior,Rarely,Pass
72,Polsci,Always,45,Senior,Always,Pass
33,Polsci,Always,13,Sophomore,Always,Pass
96,Cs,Always,98,Junior,Always,Pass
80,Cs,Always,62,Freshman,Rarely,Fail
36,Comm,Always,9,Junior,Always,Pass
90,Polsci,Rare,64,Junior,Rarely,Pass
55,Polsci,Rare,59,Senior,Always,Pass
55,Comm,Rare,62,Senior,Always,Pass
58,Stat,Rare,44,Junior,Always,Fail
71,Polsci,Always,58,Senior,Rarely,Pass
65,Stat,Rare,88,Junior,Rarely,Fail
67,Cs,Rare,4,Junior,Rarely,Fail
21,Stat,Rare,37,Senior,Always,Fail
24,Comm,Always,15,Senior,Rarely,Fail
48,Cs,Always,35,Freshman,Rarely,Fail
77,Cs,Rare,58,Freshman,Always,Fail
44,Polsci,Always,22,Freshman,Rarely,Pass
67,Polsci,Rare,8,Senior,Always,Fail
42,Cs,Always,2,Junior,Rarely,Fail
29,Cs,Rare,93,Sophomore,Rarely,Fail
58,Cs,Rare,9,Senior,Rarely,Fail
45,Stat,Rare,78,Junior,Rarely,Pass
4,Stat,Always,90,Sophomore,Rarely,Pass
3,Comm,Rare,69,Sophomore,Rarely,Fail
75,Cs,Always,10,Senior,Rarely,Fail
68,Cs,Always,28,Sophomore,Rarely,Fail
61,Stat,Always,97,Senior,Always,Fail
28,Cs,Always,82,Junior,Always,Pass
57,Stat,Rare,62,Sophomore,Rarely,Pass
35,Cs,Always,70,Junior,Always,Pass
43,Comm,Rare,36,Junior,Always,Pass
63,Comm,Rare,61,Sophomore,Always,Pass
68,Cs,Rare,60,Sophomore,Rarely,Fail
25,Stat,Rare,78,Junior,Always,Pass
55,Comm,Always,12,Freshman,Always,Pass
0,Comm,Always,92,Sophomore,Always,Pass
78,Stat,Always,25,Sophomore,Always,Fail
3,Cs,Rare,10,Sophomore,Rarely,Fail
61,Comm,Rare,65,Senior,Always,Pass
34,Stat,Rare,24,Sophomore,Rarely,Fail
54,Cs,Always,68,Junior,Rarely,Fail
73,Comm,Rare,69,Freshman,Rarely,Pass
83,Stat,Always,7,Freshman,Always,Fail
10,Stat,Rare,15,Junior,Rarely,Fail
44,Comm,Always,82,Freshman,Always,Pass
75,Stat,Always,17,Junior,Always,Fail
60,Cs,Always,61,Senior,Rarely,Fail
49,Cs,Always,33,Freshman,Rarely,Fail
12,Cs,Always,10,Junior,Rarely,Fail
