Doze,Participation,Question,Score,Text,Grade
Always,75,Always,98,Sometimes,A
Never,58,Always,92,Always,A
Always,79,Never,5,Sometimes,C
Never,23,Never,99,Sometimes,B
Always,17,Never,49,Sometimes,F
Always,8,Never,14,Always,D
Never,0,Always,64,Never,C
Never,87,Always,72,Always,F
Never,1,Always,36,Always,F
Never,27,Never,81,Always,B
Always,100,Never,10,Sometimes,F
Never,25,Never,86,Never,A
Never,58,Never,36,Never,C
Always,86,Never,5,Never,C
Always,45,Always,42,Sometimes,F
Never,73,Always,62,Sometimes,A
Always,16,Always,86,Never,A
Always,38,Never,30,Never,F
Never,41,Always,100,Sometimes,A
Always,28,Never,17,Never,F
Never,57,Never,34,Never,F
Always,42,Never,42,Always,B
Never,60,Never,41,Never,F
Always,96,Always,86,Always,A
Always,29,Never,17,Sometimes,F
Never,56,Always,54,Never,D
Never,80,Always,2,Always,B
Never,13,Always,33,Sometimes,F
Always,55,Never,15,Never,C
Never,4,Always,29,Always,F
Always,75,Always,17,Sometimes,C
Always,71,Always,100,Always,A
Always,12,Always,82,Sometimes,A
Always,94,Never,51,Always,C
Never,38,Never,45,Always,F
Always,30,Never,9,Sometimes,F
Never,0,Never,0,Never,F
Never,16,Always,69,Always,F
Always,37,Never,43,Sometimes,F
Never,96,Never,65,Always,B
Never,59,Always,76,Sometimes,F
Never,63,Never,30,Never,D
Always,87,Never,39,Sometimes,D
Never,17,Always,97,Never,A
Always,54,Never,12,Sometimes,D
Always,17,Always,98,Never,A
Always,94,Never,78,Never,C
Always,9,Always,99,Always,A
Never,2,Never,29,Always,F
Never,2,Never,25,Sometimes,F
Always,99,Never,31,Never,C
Always,59,Never,67,Always,C
Never,5,Always,72,Sometimes,B
Never,62,Always,12,Sometimes,D
Never,88,Never,22,Always,B
Always,10,Always,87,Never,A
Always,80,Never,26,Always,B
Always,57,Always,80,Always,A
Never,88,Always,67,Always,A
Always,27,Never,8,Never,F
Never,91,Never,12,Always,D
Never,94,Never,56,Sometimes,C
Always,75,Always,17,Never,D
Never,27,Always,76,Never,D
Never,14,Always,18,Always,F
Never,76,Never,86,Sometimes,B
Never,8,Always,44,Never,F
Never,1,Never,1,Sometimes,D
Never,41,Never,92,Never,B
Always,24,Always,78,Always,C
Always,29,Never,58,Always,C
Never,8,Never,82,Sometimes,B
Never,98,Always,27,Never,D
Never,35,Always,67,Always,D
Never,37,Never,13,Sometimes,F
Always,68,Always,38,Never,D
Never,44,Always,99,Sometimes,A
Never,79,Never,40,Always,F
Never,48,Always,59,Always,D
Never,47,Never,99,Always,A
Always,88,Always,73,Always,C
Always,41,Always,78,Sometimes,C
Always,48,Always,81,Always,B
Never,74,Always,95,Sometimes,A
Always,92,Never,35,Sometimes,F
Always,65,Never,84,Sometimes,A
Never,4,Always,88,Never,A
Always,45,Never,33,Sometimes,C
Always,23,Never,12,Never,D
Always,77,Always,78,Sometimes,D
Always,11,Never,29,Sometimes,F
Never,32,Always,24,Sometimes,F
Always,98,Always,8,Never,C
Never,74,Never,95,Always,B
Always,2,Always,42,Never,F
Never,39,Never,39,Sometimes,D
Never,93,Never,49,Always,B
Always,18,Always,16,Sometimes,F
Always,62,Always,56,Never,C
Always,98,Never,60,Sometimes,D
Never,99,Always,52,Always,D
Never,14,Never,1,Sometimes,F
Always,45,Always,94,Sometimes,B
Never,53,Always,68,Always,F
Always,24,Never,93,Never,B
Always,11,Always,100,Always,A
Always,50,Never,54,Always,D
Never,22,Always,76,Sometimes,C
Never,38,Never,36,Never,D
Always,54,Always,35,Never,D
Always,44,Never,54,Sometimes,C
Always,41,Always,95,Always,A
Never,64,Always,40,Never,C
Never,90,Never,89,Never,B
Always,91,Always,23,Never,F
Always,72,Always,96,Never,B
Always,9,Always,24,Never,F
Always,85,Never,39,Never,F
Never,97,Always,49,Never,F
Never,77,Never,86,Never,B
Never,41,Never,98,Always,B
Always,84,Always,14,Never,C
Never,67,Never,65,Never,B
Always,51,Always,70,Sometimes,D
Never,0,Always,32,Sometimes,F
Never,64,Always,50,Sometimes,C
Always,97,Always,28,Never,C
Always,35,Always,25,Sometimes,F
Always,100,Never,75,Never,D
Never,64,Never,15,Sometimes,D
Never,95,Never,10,Always,F
Always,52,Always,97,Sometimes,A
Never,83,Never,28,Always,D
Always,70,Always,8,Sometimes,C
Never,94,Always,61,Never,D
Always,34,Always,60,Sometimes,C
Always,6,Never,0,Sometimes,F
Always,11,Always,71,Always,C
Always,25,Never,26,Never,F
Always,25,Never,72,Always,D
Never,16,Never,98,Always,A
Always,89,Never,92,Never,B
Never,10,Always,97,Always,A
Always,40,Never,65,Sometimes,C
Never,13,Never,76,Always,F
Never,94,Never,12,Always,F
Always,30,Never,52,Always,C
Never,31,Never,40,Always,F
Always,2,Always,80,Never,B
Never,34,Never,94,Never,B
Always,75,Always,98,Sometimes,A
Always,94,Always,8,Always,C
Always,63,Never,46,Sometimes,C
Always,53,Always,11,Sometimes,C
Always,28,Always,84,Always,A
Always,22,Always,68,Sometimes,D
Always,35,Never,25,Never,D
Always,53,Never,18,Sometimes,C
Never,66,Never,9,Sometimes,D
Never,33,Always,52,Sometimes,C
Never,58,Never,28,Always,A
Always,58,Never,82,Never,B
Never,4,Always,50,Always,B
Always,26,Always,78,Never,D
Always,4,Never,27,Sometimes,F
Always,81,Never,69,Sometimes,C
Never,55,Always,25,Always,D
Always,2,Always,7,Always,F
Always,23,Always,50,Always,D
Never,9,Always,0,Never,D
Never,62,Always,29,Never,F
Always,75,Always,30,Sometimes,F
Never,74,Never,21,Never,C
Always,49,Always,31,Never,D
Never,92,Never,38,Never,C
Always,80,Always,43,Never,C
Never,82,Always,84,Never,A
Always,45,Never,83,Always,A
Always,94,Never,94,Sometimes,B
Always,53,Always,20,Never,C
Always,55,Always,15,Sometimes,C
Always,73,Never,64,Sometimes,D
Never,24,Never,67,Never,F
Never,15,Always,83,Sometimes,A
Always,65,Always,48,Always,C
Always,96,Always,84,Always,A
Never,73,Never,44,Always,A
Never,12,Never,48,Sometimes,D
Always,32,Never,67,Always,C
Always,5,Always,83,Sometimes,A
Never,58,Always,54,Always,A
Never,42,Always,40,Always,A
Never,78,Never,35,Sometimes,D
Never,66,Always,70,Sometimes,A
Never,71,Never,7,Always,A
Never,72,Always,70,Sometimes,F
Never,86,Always,84,Never,A
Never,55,Always,63,Always,C
Always,47,Never,7,Never,C
Never,42,Never,62,Never,A
Always,54,Never,11,Always,F
Never,65,Never,67,Always,D
Always,33,Always,61,Always,C
Always,1,Never,64,Always,C
Always,45,Always,31,Never,F
Always,4,Never,57,Always,C
Never,28,Never,60,Never,A
Always,15,Never,69,Never,C
Always,58,Always,48,Never,C
Always,70,Always,37,Always,C
Never,32,Always,62,Sometimes,B
Never,32,Always,82,Never,A
Always,92,Always,8,Always,A
Never,9,Never,2,Never,F
Never,32,Never,43,Always,F
Always,52,Always,38,Sometimes,C
Never,79,Never,86,Never,B
Always,34,Always,83,Never,A
Always,72,Always,98,Never,A
Always,30,Always,0,Never,F
Always,32,Never,63,Never,C
Never,9,Never,1,Always,F
Never,54,Always,74,Sometimes,B
Never,78,Always,67,Sometimes,F
Always,56,Never,65,Sometimes,C
Never,98,Never,72,Never,F
Never,21,Never,3,Never,F
Never,64,Always,56,Always,A
Never,20,Never,0,Sometimes,D
Never,37,Never,96,Never,B
Always,44,Never,58,Sometimes,C
Never,79,Always,52,Sometimes,A
Never,51,Never,66,Sometimes,B
Never,1,Always,37,Always,F
Always,79,Always,56,Sometimes,C
Always,36,Always,21,Always,F
Always,59,Never,99,Sometimes,B
Always,21,Always,67,Always,C
Never,43,Always,22,Always,B
Always,78,Never,13,Always,C
Always,18,Never,4,Sometimes,F
Always,33,Always,1,Never,F
Never,53,Never,68,Sometimes,C
Always,46,Never,27,Always,B
Never,39,Always,47,Never,D
Always,4,Never,34,Sometimes,F
Never,63,Never,51,Always,B
Always,5,Never,97,Never,A
Never,76,Never,20,Always,D
Never,15,Always,15,Never,F
Always,62,Always,94,Never,B
Always,7,Never,80,Always,B
Always,74,Never,24,Never,C
Never,49,Never,19,Never,C
Never,71,Never,40,Never,C
Always,37,Always,30,Always,F
Always,100,Never,75,Never,D
Never,51,Never,66,Sometimes,D
Always,50,Always,81,Always,A
Never,19,Always,83,Always,A
Never,77,Always,46,Always,A
Always,94,Always,23,Never,C
Never,19,Always,41,Sometimes,F
Never,92,Never,96,Never,B
Never,9,Never,96,Always,B
Always,71,Never,94,Always,B
Always,7,Never,96,Always,B
Never,37,Never,25,Always,F
Never,39,Never,0,Always,D
Always,87,Never,58,Always,C
Never,43,Always,70,Always,D
Never,53,Always,94,Never,A
Always,76,Never,79,Sometimes,C
Always,97,Never,74,Always,C
Always,37,Always,45,Never,F
Never,42,Never,60,Always,F
Never,62,Always,18,Never,F
Always,4,Always,63,Never,C
Always,67,Never,50,Sometimes,C
Always,0,Always,87,Never,A
Always,45,Always,70,Sometimes,C
Always,59,Always,38,Never,C
Always,71,Always,17,Never,D
Always,56,Never,34,Always,C
Never,32,Always,14,Always,F
Never,67,Always,4,Never,F
Always,64,Never,70,Never,C
Never,61,Always,21,Always,A
Always,75,Always,25,Sometimes,F
Always,79,Always,46,Sometimes,F
Always,28,Always,36,Always,F
Never,37,Always,65,Never,B
Always,95,Never,78,Never,C
Always,83,Never,31,Sometimes,D
Always,71,Never,37,Always,D
Never,50,Never,2,Always,A
Never,32,Never,79,Never,B
Never,21,Always,91,Sometimes,A
Always,99,Never,69,Never,D
Always,22,Always,41,Always,D
Always,83,Never,97,Always,B
Always,39,Never,46,Sometimes,F
Never,37,Never,1,Sometimes,F
Never,4,Never,43,Never,F
Never,42,Always,66,Sometimes,A
Never,47,Never,20,Always,A
Always,74,Always,100,Never,A
Never,86,Always,63,Sometimes,C
Always,9,Always,5,Always,D
Never,73,Never,0,Sometimes,D
Never,22,Never,24,Sometimes,F
Always,14,Always,88,Never,A
Never,79,Always,26,Sometimes,D
Never,33,Always,54,Always,B
Never,6,Never,58,Always,D
Always,15,Never,98,Always,B
Always,99,Always,97,Sometimes,A
Never,93,Never,45,Always,D
Never,43,Always,68,Never,D
Never,14,Always,53,Never,C
Always,17,Always,21,Never,F
Never,27,Always,81,Always,A
Never,23,Never,71,Sometimes,A
Always,30,Never,27,Never,F
Always,9,Never,36,Never,F
Always,52,Never,24,Never,C
Always,73,Never,6,Sometimes,F
Always,97,Always,40,Never,D
Always,24,Never,33,Never,D
Always,75,Never,40,Sometimes,C
Always,84,Never,3,Never,C
Always,73,Always,29,Always,D
Always,32,Never,98,Never,B
Always,5,Never,16,Never,F
Never,66,Always,44,Always,C
Always,71,Always,44,Never,C
Never,56,Always,34,Sometimes,F
Never,69,Always,100,Always,A
Always,14,Never,27,Always,D
Always,86,Never,18,Always,B
Never,59,Always,98,Always,A
Always,14,Always,10,Never,F
Always,4,Never,70,Always,C
Always,32,Always,9,Sometimes,F
Always,51,Always,27,Never,C
Always,87,Never,37,Sometimes,F
Never,71,Never,58,Sometimes,C
Never,72,Never,11,Always,A
Never,14,Never,24,Always,F
Never,76,Always,52,Sometimes,B
Always,23,Always,5,Always,F
Never,98,Always,85,Always,A
Never,58,Always,57,Never,C
Always,41,Never,10,Always,D
Never,69,Always,33,Sometimes,D
Never,49,Never,43,Always,D
Never,84,Always,26,Never,C
Always,1,Never,15,Always,F
Never,74,Always,5,Never,F
Always,5,Always,20,Always,F
Always,73,Always,86,Never,A
Always,75,Always,9,Sometimes,C
Never,99,Always,15,Sometimes,D
Never,40,Never,8,Always,F
Never,6,Always,95,Always,A
Never,76,Always,28,Never,C
Never,67,Always,38,Never,D
Always,52,Never,76,Never,C
Never,13,Never,11,Sometimes,F
Never,33,Always,8,Never,F
Never,12,Always,33,Never,F
Always,97,Never,8,Never,F
Always,65,Always,32,Sometimes,D
Always,45,Never,79,Sometimes,D
Never,84,Never,45,Never,C
Never,79,Always,16,Sometimes,F
Always,56,Never,43,Sometimes,D
Always,12,Never,2,Always,F
Always,83,Never,97,Never,B
Always,9,Never,61,Always,C
Always,57,Always,12,Always,F
Never,28,Always,34,Sometimes,F
Always,50,Always,16,Never,C
Never,2,Never,55,Never,F
Never,45,Never,53,Sometimes,F
Always,40,Always,32,Never,C
Always,89,Never,59,Never,C
Never,31,Never,40,Sometimes,F
Never,28,Never,46,Always,F
Never,33,Always,52,Always,F
Always,5,Never,2,Always,F
Always,78,Always,8,Sometimes,D
Always,16,Never,88,Always,B
Always,16,Always,9,Sometimes,F
Always,76,Never,19,Never,C
Never,76,Always,69,Always,F
Always,92,Never,2,Always,D
Never,41,Always,78,Sometimes,A
Never,25,Never,50,Always,D
Never,7,Never,72,Always,A
Never,5,Always,99,Sometimes,A
Always,50,Never,9,Sometimes,F
Always,5,Never,97,Sometimes,B
Never,30,Always,83,Always,A
Always,23,Never,30,Sometimes,D
Always,53,Never,17,Always,D
Always,74,Never,63,Never,C
Always,96,Always,8,Never,F
Always,52,Always,40,Always,C
Never,32,Always,21,Always,F
Never,71,Never,38,Always,C
Never,83,Always,31,Always,B
Never,84,Always,54,Sometimes,B
Never,47,Always,17,Never,F
Always,54,Never,31,Always,C
Never,72,Always,76,Sometimes,C
Never,21,Never,91,Always,B
Never,13,Always,81,Always,A
Always,53,Never,88,Never,B
Never,59,Never,11,Never,C
Always,19,Never,7,Sometimes,F
Always,70,Never,11,Always,B
Always,75,Always,15,Sometimes,D
Always,92,Never,24,Never,F
Never,95,Always,35,Never,D
Always,87,Always,10,Never,C
Never,63,Always,23,Never,C
Never,25,Never,48,Always,F
Always,51,Never,54,Never,C
Always,66,Never,93,Always,B
Never,90,Always,32,Always,C
Never,40,Never,46,Always,D
Always,88,Never,70,Never,C
Always,11,Never,73,Always,D
Always,90,Never,45,Sometimes,C
Always,45,Always,35,Sometimes,D
Never,54,Never,40,Sometimes,C
Always,78,Always,51,Never,D
Never,72,Never,12,Sometimes,C
Never,99,Always,24,Never,F
Never,49,Never,56,Sometimes,F
Never,65,Never,6,Sometimes,F
Always,16,Always,12,Sometimes,F
Always,80,Always,13,Never,C
Always,80,Never,39,Never,C
Always,35,Always,95,Sometimes,A
Never,11,Always,57,Sometimes,A
Always,3,Always,24,Always,F
Never,33,Always,12,Never,F
Always,95,Always,94,Sometimes,A
Never,61,Never,24,Never,C
Never,10,Never,15,Sometimes,F
Always,12,Always,82,Sometimes,A
Never,62,Always,23,Never,C
Never,86,Never,85,Always,B
Never,66,Never,59,Always,C
Always,68,Never,12,Sometimes,D
Always,13,Always,19,Sometimes,F
Always,80,Never,35,Sometimes,F
Always,59,Always,54,Sometimes,C
Never,77,Always,73,Sometimes,C
Never,10,Always,74,Never,B
Always,49,Never,34,Sometimes,D
Never,52,Never,10,Sometimes,C
Never,14,Always,36,Sometimes,F
Never,5,Always,47,Always,F
Never,42,Never,58,Never,F
Always,96,Never,28,Sometimes,F
Never,28,Always,20,Always,D
Never,26,Always,30,Never,F
Always,53,Always,5,Never,D
Always,27,Always,49,Sometimes,F
Always,71,Always,71,Sometimes,C
Always,83,Always,57,Never,D
Never,27,Always,89,Always,A
Never,60,Always,67,Sometimes,F
Always,65,Never,54,Always,C
Never,85,Always,79,Never,B
Never,91,Always,92,Never,A
Never,40,Always,82,Never,A
Always,46,Always,58,Always,C
Always,8,Never,5,Never,D
Never,62,Never,92,Never,A
Always,59,Always,20,Sometimes,C
Always,65,Never,74,Always,C
Never,92,Always,35,Always,A
Always,66,Never,41,Always,B
Always,18,Always,36,Always,F
Never,30,Always,16,Never,F
Always,3,Never,57,Always,D
Always,55,Never,29,Sometimes,C
Always,85,Always,74,Sometimes,C
Always,37,Never,42,Always,D
Never,17,Never,9,Sometimes,F
Never,62,Never,38,Always,B
Never,76,Always,16,Always,D
Never,10,Never,7,Sometimes,F
Always,27,Always,8,Always,F
Always,76,Always,99,Never,A
Always,28,Always,58,Never,C
Always,87,Never,5,Sometimes,D
Always,45,Always,94,Sometimes,A
Always,36,Never,3,Always,F
Never,25,Always,31,Sometimes,D
Never,100,Never,54,Never,F
Never,86,Never,44,Sometimes,C
Never,30,Never,35,Never,F
Never,47,Always,61,Sometimes,B
Always,67,Always,7,Never,C
Always,49,Always,57,Never,C
Never,77,Always,94,Never,A
Never,100,Always,5,Always,B
Never,50,Always,84,Always,A
Always,48,Always,84,Sometimes,A
Always,21,Never,66,Never,C
Always,10,Never,36,Always,F
Never,12,Always,13,Sometimes,F
Never,27,Always,12,Sometimes,F
Always,77,Always,73,Always,C
Always,98,Always,94,Sometimes,A
Always,33,Never,29,Sometimes,F
Always,13,Never,36,Sometimes,D
Always,6,Never,53,Always,C
Always,99,Always,34,Sometimes,C
Always,34,Never,5,Always,F
Never,26,Always,73,Never,A
Never,6,Always,41,Sometimes,F
Always,67,Always,67,Sometimes,C
Never,67,Never,94,Always,B
Never,7,Never,98,Always,A
Always,81,Always,8,Never,C
Always,68,Never,62,Sometimes,C
Never,62,Always,78,Always,A
Never,11,Never,47,Sometimes,F
Always,40,Always,28,Always,A
Always,51,Never,15,Always,A
Always,32,Never,99,Sometimes,B
Never,60,Never,5,Sometimes,F
Never,77,Always,23,Sometimes,D
Never,46,Always,91,Never,A
Always,9,Always,48,Always,F
Always,28,Always,18,Sometimes,D
Never,90,Never,86,Never,B
Always,25,Never,2,Always,D
Never,52,Never,51,Always,B
Always,52,Always,87,Never,A
Always,76,Never,90,Always,B
Always,18,Never,6,Never,F
Never,56,Always,58,Always,C
Never,22,Always,36,Always,F
Never,90,Never,38,Never,D
Never,14,Always,66,Always,C
Always,53,Always,62,Never,C
Always,2,Always,86,Always,A
Always,13,Always,79,Sometimes,D
Always,46,Never,69,Never,C
Always,14,Always,54,Never,C
Never,60,Never,55,Sometimes,A
Always,83,Always,77,Never,C
Never,21,Never,83,Sometimes,A
Always,1,Never,76,Always,D
Never,42,Always,48,Sometimes,F
Always,4,Never,68,Sometimes,C
Never,13,Never,56,Sometimes,D
Never,30,Always,84,Sometimes,A
Always,44,Always,79,Always,C
Never,46,Always,2,Always,A
Never,90,Never,19,Sometimes,D
Never,83,Never,60,Always,A
Never,60,Always,71,Sometimes,F
Never,10,Never,84,Always,B
Never,35,Always,48,Always,F
Always,75,Always,40,Never,D
Never,42,Always,10,Always,A
Always,22,Never,95,Never,B
Always,5,Always,36,Sometimes,F
Always,82,Always,73,Sometimes,C
Never,88,Always,1,Never,F
Never,97,Always,38,Sometimes,D
Always,36,Always,94,Always,A
Never,72,Always,23,Never,C
Never,5,Never,4,Sometimes,F
Always,23,Never,45,Always,F
Always,20,Always,42,Always,F
Always,43,Always,95,Sometimes,A
Never,36,Always,57,Sometimes,F
Never,98,Always,33,Always,A
Never,27,Never,99,Always,B
Always,16,Never,22,Sometimes,F
Never,6,Always,7,Sometimes,F
Always,19,Always,79,Always,C
Always,44,Always,47,Sometimes,D
Never,63,Always,47,Always,F
Never,48,Always,57,Never,D
Always,65,Never,27,Sometimes,F
Always,29,Never,37,Never,F
Never,38,Never,97,Sometimes,B
Never,4,Never,49,Always,D
Never,40,Never,83,Never,A
Always,64,Never,19,Sometimes,C
Never,22,Never,67,Sometimes,A
Never,61,Never,21,Sometimes,D
Always,28,Always,88,Sometimes,A
Never,44,Never,70,Never,C
Never,56,Always,88,Never,A
Never,86,Never,8,Always,A
Never,12,Always,3,Sometimes,F
Never,29,Always,5,Always,D
Never,63,Always,16,Never,C
Always,43,Always,90,Never,A
Always,21,Always,88,Sometimes,B
Never,5,Never,37,Always,F
Never,36,Never,54,Never,B
Never,69,Never,20,Never,D
Always,13,Never,66,Sometimes,C
Never,47,Always,51,Always,F
Never,27,Always,76,Always,A
Never,80,Always,7,Sometimes,D
Never,10,Never,83,Always,A
Always,10,Never,47,Always,D
Never,30,Never,76,Never,F
Always,61,Never,4,Always,C
Never,86,Never,42,Never,F
Never,43,Never,84,Never,B
Always,11,Always,84,Sometimes,A
Never,75,Always,74,Sometimes,A
Never,47,Never,15,Sometimes,F
Always,99,Always,28,Never,D
Never,84,Never,11,Never,F
Never,9,Never,43,Always,F
Never,7,Always,6,Always,F
Always,11,Never,51,Always,C
Never,27,Always,38,Always,D
Never,82,Always,82,Sometimes,A
Never,28,Never,95,Sometimes,B
Never,94,Never,71,Sometimes,D
Always,10,Always,9,Always,D
Never,53,Always,56,Always,C
Never,29,Never,16,Never,F
Never,41,Always,20,Never,D
Never,74,Always,79,Always,B
Never,13,Always,82,Always,A
Never,99,Never,9,Sometimes,C
Always,11,Never,37,Never,F
Always,56,Never,87,Sometimes,B
Never,87,Always,76,Always,B
Never,68,Never,73,Never,F
Never,65,Always,13,Never,C
Always,3,Never,71,Never,D
Always,37,Never,61,Always,D
Never,38,Always,18,Always,F
Always,100,Always,41,Always,B
Always,21,Never,12,Always,F
Never,39,Never,98,Sometimes,A
Always,54,Always,24,Always,B
Always,21,Always,92,Never,A
Always,77,Always,12,Never,C
Never,73,Always,40,Never,C
Never,38,Never,47,Never,F
Never,34,Always,39,Never,D
Never,94,Never,61,Never,D
Never,41,Always,47,Sometimes,C
Never,79,Always,30,Never,F
Never,98,Always,11,Sometimes,C
Always,99,Always,94,Always,A
Never,1,Always,29,Always,F
Never,38,Always,92,Never,A
Never,38,Always,32,Sometimes,F
Always,79,Always,57,Never,C
Never,25,Always,20,Never,F
Never,20,Always,10,Always,F
Always,36,Never,72,Sometimes,C
Never,53,Always,61,Always,D
Never,36,Never,42,Always,F
Always,56,Always,25,Never,C
Always,58,Never,93,Sometimes,B
Never,63,Never,87,Never,A
Always,11,Never,22,Sometimes,F
Never,45,Never,49,Always,A
Never,15,Always,96,Always,A
Always,79,Always,63,Never,C
Always,8,Always,60,Never,C
Always,88,Always,81,Always,A
Always,70,Never,100,Sometimes,B
Always,10,Always,54,Always,D
Always,66,Never,32,Sometimes,F
Always,22,Always,27,Sometimes,F
Never,62,Always,91,Never,A
Never,0,Always,29,Always,F
Always,62,Always,53,Never,D
Never,91,Always,8,Never,F
Never,49,Never,17,Always,C
Always,36,Never,27,Sometimes,F
Never,52,Always,13,Never,C
Always,98,Always,32,Always,D
Always,14,Never,23,Sometimes,F
Always,81,Always,95,Sometimes,A
Never,58,Always,94,Always,A
Never,78,Always,70,Never,D
Never,64,Always,90,Never,A
Always,92,Never,84,Never,B
Never,42,Never,90,Never,B
Always,44,Never,84,Sometimes,B
Always,90,Never,27,Never,C
Never,33,Always,38,Never,F
Always,56,Never,72,Sometimes,D
Never,16,Always,18,Always,F
Always,58,Never,77,Always,C
